sample_id,source_sample,q1,q2,r1,theta_q1,theta_q2,theta_r,p_trace,spec_cost_old,spec_cost_new,spec_improvement_ratio
680,sample_000680,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2833480839143907,1.046939778821381,0.02897214409209414,36.13608214474771
681,sample_000681,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02833480839143905,0.05856656909271693,0.009659800748072054,6.062916888260444
682,sample_000682,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2833480839143907,0.7714953438184132,0.2650198910952447,2.911084676059835
683,sample_000683,4.05012020674056,0.10599765039060079,0.00033603667845746296,0.6074679131774801,-0.9747037614683078,-3.4736133167104266,4.692521324620546,0.5006861422353381,0.25040951245377013,1.9994693385610633
684,sample_000684,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2833480839143907,1.2867581765884124,0.028812609983870117,44.6595493191615
685,sample_000685,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2833480839143907,0.8298772945403294,0.10659983876571949,7.784977014498097
686,sample_000686,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02833480839143905,0.516024971364447,0.06699823335528982,7.702068331085397
687,sample_000687,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02833480839143905,0.09817989568193142,0.022762249652408893,4.313277342142726
688,sample_000688,0.190103419507605,0.014592802640180947,0.003172284059677267,-0.7210100711412526,-1.835861291089746,-2.4986279310559256,0.25293810832726576,0.7857112727479736,0.05575410536664213,14.092437993239997
689,sample_000689,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02833480839143905,0.5052317640843438,0.05617279004932718,8.994243719079702
690,sample_000690,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.47807309956433264,0.028993910869588226,16.488741436595383
691,sample_000691,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.389051328606388,0.07105701640227638,5.475199330124483
692,sample_000692,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.12305615793254383,0.012069751730259164,10.195417493471636
693,sample_000693,1.4968233888368645,0.023199922805654177,0.00024057588243831576,0.17517056067810266,-1.6345134601579883,-3.6187479125279722,1.7045651651462552,1.0768344243346548,0.25073572416268974,4.2946988424990105
694,sample_000694,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3146515212227275,0.6230962217053322,0.0445951727866279,13.972279571303083
695,sample_000695,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.33395092067615545,0.03446216537714086,9.690363824255478
696,sample_000696,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.19663181619250972,0.13164241800510051,1.4936812858063058
697,sample_000697,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3146515212227275,0.761200385988777,0.2545484562540286,2.9903948238017644
698,sample_000698,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3146515212227275,1.0588270496447119,0.2634076167663469,4.019728292762065
699,sample_000699,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3146515212227275,1.131427933099527,0.2550280283716102,4.4364846496436225
700,sample_000700,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.7871376550407914,0.33818496088413713,2.3275359524649777
701,sample_000701,1.590296130182679,0.008072797812775975,0.00021240007241654996,0.20147800213771738,-2.092975924501013,-3.6728453395204053,1.6832746833191699,0.6884624999581108,0.30832654710345714,2.232900496002705
702,sample_000702,0.04583927625429933,0.017530530453590838,0.13170076867618413,-1.3387622479613785,-1.7562049424582895,-0.8804116902557491,0.09840659208792045,0.8969636493781399,0.38426620026338226,2.334224682689621
703,sample_000703,0.8483557793612039,0.027229023440422342,0.00046408862477661085,-0.0714219772133875,-1.5649679342032266,-3.3333990763930625,1.0447516582291787,0.554511894225804,0.2545496476628565,2.178403699698845
704,sample_000704,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.03146515212227276,0.4689616343705324,0.019733383375149866,23.764887422249803
705,sample_000705,7.552681786952891,0.1879751919971878,0.00044286512929515046,0.8781011871886673,-0.7258994629152795,-3.353728514230702,8.922749536554718,0.6699249431103133,0.28533540899393484,2.3478507118075673
706,sample_000706,0.2989529113053688,0.02875184850355582,0.0043548641541235975,-0.5243972129155141,-1.541334228571324,-2.3610253878514227,0.42815269928826943,0.4218521103631705,0.24786248361218932,1.7019603137004342
707,sample_000707,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.6225357319637321,0.06643588538025114,9.370473929873874
708,sample_000708,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.614364458903056,0.164812483706692,3.7276573053556294
709,sample_000709,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.467758818527409,0.01213435178127521,38.5483153083808
710,sample_000710,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.7661248102826833,0.31711046297403994,2.415955636081934
711,sample_000711,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,1.0886425959073844,0.026181183464656723,41.58110718627357
712,sample_000712,2.555639637540183,0.005201779288006662,0.06595006217092712,0.4074996153465795,-2.2838480789056814,-1.1807847907093088,2.6257446492410477,0.6719462001535443,0.3448734723045441,1.9483847095092754
713,sample_000713,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.2971643404618758,0.034256448228352145,8.674697927846749
714,sample_000714,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.6567989549657183,0.2073097690611682,3.1682006976329475
715,sample_000715,0.13399028818656375,0.08173832332565606,0.014055635402208591,-0.8729266787981524,-1.0875742750888717,-1.852149516798944,0.32169855944368664,0.6672267656730348,0.08559863605225235,7.7948294090309656
716,sample_000716,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.17568271448557987,0.019157624830589526,9.170380777321741
717,sample_000717,0.18478312316891185,0.06035911879327578,0.0011386800023324736,-0.7333376968026943,-1.2192571092876232,-2.9435983064273805,0.3572684926075459,0.5828625259944179,0.023087534450737378,25.24576746114188
718,sample_000718,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2955451971611697,13.419078558155695,12.798997765493683,1.0484476053534255
719,sample_000719,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029554519716116966,0.8167538825370995,0.17596363653336733,4.641606064911152
720,sample_000720,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2820594817513592,4.419490706297248,3.692663412072068,1.1968300960897311
721,sample_000721,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2820594817513592,0.599691283676832,0.27758648363520355,2.160376383689235
722,sample_000722,0.1793379499896276,0.025262036419657227,0.015563872194877062,-0.7463277989647255,-1.5975316430850341,-1.8078823441293812,0.267295403991999,3.7376369238932874,3.007775674603489,1.2426581395190035
723,sample_000723,0.1371126927174698,0.007372687888530683,0.04460496962022043,-0.8629223400900985,-2.1323741509006364,-1.350616752085994,0.17288517975359488,0.49669233150662584,0.050164062350670204,9.901357829326395
724,sample_000724,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.028205948175135907,0.8417787196995176,0.39262974989080174,2.1439504264096985
725,sample_000725,2.8039680307604757,0.05808283174639164,0.016958390583550764,0.4477730577455965,-1.2359522183779923,-1.7706153663392676,3.183607469044648,0.7649046833392932,0.08622226529298169,8.871312772172722
726,sample_000726,0.6006507070945287,0.030489919489466045,0.0034606263382143186,-0.22137800733221358,-1.51584372241477,-2.4608452912035235,0.7514493433062777,0.748829049490207,0.01744405505186646,42.92746424290175
727,sample_000727,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2820594817513592,0.2985853889179445,0.1514208503356829,1.9718908476343546
728,sample_000728,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2820594817513592,1.9726272784265306,1.2440008357051027,1.585712181060104
729,sample_000729,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.028205948175135907,0.4699524478498158,0.020469276078888012,22.958918822465062
730,sample_000730,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2820594817513592,0.40448402643785875,0.12433027441909161,3.2533027722148096
731,sample_000731,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2820594817513592,0.7604726646741763,0.0359113089022241,21.176411774483604
732,sample_000732,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.028205948175135907,0.20079151733043404,0.045097347464897075,4.4524019397532495
733,sample_000733,0.08765003042202699,0.00852889547751131,0.0013097975195197793,-1.0572479288329797,-2.0691072078806942,-2.8827958363685795,0.12144273000578218,0.7791560933493755,0.04743189263402255,16.426839623736466
734,sample_000734,0.3303150808627444,0.036155288659957825,0.0011727979368709122,-0.48107159771047137,-1.4418281667555668,-2.9307768066920046,0.46781375433711314,0.5225163005209483,0.04527955268271605,11.539784948458676
735,sample_000735,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3208415231746977,0.8068491913121958,0.08410660305187409,9.593172973762341
736,sample_000736,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.2640069352934749,0.06345067161786713,4.160821762194444
737,sample_000737,0.05409902741827546,0.07951710103957291,0.00506487220980563,-1.2668105424844276,-1.0995394614259624,-2.295431507712661,0.20933108729156452,0.7806269304186135,0.2720523025411558,2.86940019667917
738,sample_000738,0.02663324385859191,0.03585110386179686,0.0015984262665562602,-1.574575934421381,-1.4454974677867902,-2.7963073924021806,0.0985644076656299,0.08951494382540091,0.08908871708891442,1.0047842953677413
739,sample_000739,0.19704452525058394,0.23198246457169094,0.03070782549543206,-0.7054356272104139,-0.6345448419520849,-1.512750936040514,0.6828302489810733,1.422833820633756,1.2916304288687401,1.1015796692556468
740,sample_000740,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.5877646023182079,0.13832631110274232,4.24911643802634
741,sample_000741,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.6237251195057129,0.3044183985092055,2.048907433191334
742,sample_000742,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.24621587817794888,0.088822550502189,2.771997390143407
743,sample_000743,0.03880530278372244,0.0847221967554423,0.000840711395445223,-1.4111089235720131,-1.072002791965751,-3.0753530658867048,0.18586364408892841,0.5375058809306756,0.01403209178693437,38.30547070901865
744,sample_000744,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.540460507466645,0.09101789023294947,5.937959076873795
745,sample_000745,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.16919568016274453,0.04628981793940703,3.6551381641686342
746,sample_000746,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.3157520581092912,0.01638889394193408,19.26622133427686
747,sample_000747,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.32469221816954114,0.025548235061048613,12.70898820970118
748,sample_000748,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.500775983582854,0.05183409281964872,9.6611314357377
749,sample_000749,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032084152317469784,0.42544186509898496,0.05896505468785774,7.215152556902372
750,sample_000750,0.07134698336437757,0.060248853474048354,0.007751921426765736,-1.1466243846502566,-1.2200512132283121,-2.110590637930331,0.19493127432710375,0.7966722747509739,0.06901964778600023,11.542688209900847
751,sample_000751,1.1130280882945423,0.02552014061725418,0.0005431371341601468,0.04650612429643619,-1.5931169369599152,-3.2650905035790827,1.3016162027563443,0.6333081067267171,0.22628793687907015,2.798682578758767
752,sample_000752,0.023678839430061223,0.009880124941434393,0.0041185027997254825,-1.625639587484255,-2.005237563405041,-2.3852606344502583,0.04936665076656279,0.35747256967268637,0.03350763162237164,10.668392612804567
753,sample_000753,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2945114966589475,1.3307651963110954,0.8515841079250343,1.5626937890534753
754,sample_000754,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02945114966589476,0.17100006556950542,0.013997766617003075,12.21623922217647
755,sample_000755,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02945114966589476,0.03302270729723666,0.025036711241103012,1.3189714487349664
756,sample_000756,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02945114966589476,0.21974035156373856,0.042092169013750194,5.220456838229369
757,sample_000757,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02945114966589476,0.5226619831843266,0.07349701931304456,7.111335780273777
758,sample_000758,0.6030425131169652,0.0072923528550771265,0.028713838231222123,-0.21965207001360643,-2.13713232530157,-1.5419087506861908,0.6687086207959262,0.6806453370235157,0.32123241998870977,2.1188563005173577
759,sample_000759,0.24217304157163935,0.012037734393005546,0.0019752005632965746,-0.6158742036715319,-1.9194552434106829,-2.704388799222054,0.310313814764538,0.3541154128488382,0.13779463838002218,2.5698780229186244
760,sample_000760,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02945114966589476,0.4342715367721096,0.03366244278243209,12.900773113196324
761,sample_000761,5.45291510296309,0.023692234310845318,0.3179607878321078,0.736628736160748,-1.6253939809355353,-0.4976264356073159,5.727988439881687,0.3294003867332422,0.2492091721569275,1.3217827573610257
762,sample_000762,1.1851985641488145,0.0016788920120876427,0.2068409489547936,0.07379111666675087,-2.7749772371929198,-0.6843634784184118,1.2087706854194928,0.8116453419353318,0.13819339324719626,5.873257200389346
763,sample_000763,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2945114966589475,0.9596593916500407,0.4896645626119556,1.9598301876922666
764,sample_000764,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2945114966589475,0.4648394381448927,0.07111022447792874,6.536886102633104
765,sample_000765,2.8134209543473157,0.0037168880643248373,0.003924782713704761,0.44923471775799495,-2.4298205176715717,-2.4061843819381297,2.8642947260502827,0.7790612207329242,0.2238468493713261,3.480331409268961
766,sample_000766,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.5024587397993124,0.05345438482566964,9.39976657551999
767,sample_000767,0.09464775951573524,0.09882637786469023,0.07405062460101514,-1.02388966211719,-1.0051271218890117,-1.1304712739472258,0.28645114859460674,0.776902865285638,0.2704181062501256,2.872969107205547
768,sample_000768,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.7643431542499456,0.05375365330735343,14.219371284023675
769,sample_000769,1.7961503381607276,0.041974434919282474,0.0014193945512730097,0.25434268439203755,-1.3770151418388563,-2.8478968662598776,2.106088244892039,0.7554852755203787,0.19716057250944527,3.8318273572886183
770,sample_000770,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.3444848099141257,0.02115911565426994,16.280680891529048
771,sample_000771,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.46622473063026704,0.01707366075464354,27.306664770381328
772,sample_000772,11.94562271749185,16.30233288713332,0.3216906688724553,1.077208794163031,1.212249757012125,-0.4925615362878837,41.124712696595125,5.943557213553052,1.504244994498618,3.951189623558699
773,sample_000773,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.5935632309896668,0.1446954580405591,4.102155237127671
774,sample_000774,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.38737249232840587,0.09743369580806124,3.9757548876264255
775,sample_000775,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.3541756247450035,0.061580289805208216,5.751444591529817
776,sample_000776,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.29657112873278413,0.5568880044450244,0.06657591237292304,8.364707062903358
777,sample_000777,0.5959061463799397,0.05477813360850603,0.001961206534224439,-0.22482213509019022,-1.261392769039623,-2.7074766684684404,0.846198045955719,0.6938506580695947,0.3316731301508021,2.0919712662708645
778,sample_000778,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.458982851417744,0.009832536530298428,46.68000469699891
779,sample_000779,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029657112873278418,0.5099632674529859,0.09187638362248124,5.550537007947741
780,sample_000780,3.320128449423724,0.017608568652729924,0.02825862948782808,0.5211548860524724,-1.7542759450824366,-1.5488489047771568,3.457753374004402,0.8550818400227348,0.3286667795842777,2.6016679906144033
781,sample_000781,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02609294227246109,0.46439130800668477,0.01533670571430427,30.27972999270341
782,sample_000782,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02609294227246109,0.6286869371567902,0.18178590319079121,3.4583921311926997
783,sample_000783,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.26092942272461095,0.9597900010874807,0.23904294645505764,4.015136256145213
784,sample_000784,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02609294227246109,0.39884774195718264,0.015269457896413053,26.120622268513927
785,sample_000785,0.00738391261247079,15.836913406971137,0.0011556134723669273,-2.1317134517636043,1.1996705420930134,-2.9371874037086743,15.852169847520063,1.7956832758132868,1.394513490146655,1.28767723546686
786,sample_000786,2.0145802674798725,0.0101000359978063,0.40671749835821963,0.3041845757845172,-1.9956770783341122,-0.3907071423804185,2.094650201768245,0.7010300767104672,0.13042953190935658,5.3747802851708135
787,sample_000787,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.26092942272461095,0.5545529457013687,0.13150422370662154,4.216997219333007
788,sample_000788,7.987280272491622,0.004683117053193729,0.2131912153791127,0.9023989240294332,-2.329464987013818,-0.6712306945374795,8.034141736100503,1.5602852246988526,0.30788284644748454,5.067788747253218
789,sample_000789,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.26092942272461095,2.523924083921375,2.092494678662236,1.2061794515697206
790,sample_000790,0.31437019508278946,0.00997533803483755,0.0011306302420999222,-0.5025586354209999,-2.0010723784304685,-2.9466794022108886,0.36314438131948573,0.8319519988856465,0.317449957768753,2.6207343189873202
791,sample_000791,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02609294227246109,0.9130148970750506,0.46355978825418653,1.969573117015947
792,sample_000792,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.26092942272461095,0.7216027307511577,0.017465651204259657,41.31553540787346
793,sample_000793,0.05565021820078863,0.19822250199210198,0.0075250602573942275,-1.254533128486278,-0.702847046438535,-2.123490018079763,0.3003579020267488,0.6315846382797876,0.26477142314680463,2.3853957907292753
794,sample_000794,0.38936893429504105,0.0028084891274090594,0.034151344744654706,-0.4096387015125469,-2.551527253082263,-1.4665921908496564,0.4099826476139533,0.9258538388777184,0.0702813582513114,13.173533664034483
795,sample_000795,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030461925223822614,0.4721681651455988,0.022785645019630145,20.72217682399684
796,sample_000796,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.304619252238226,0.7889101116646579,0.28290959272835386,2.788559073082259
797,sample_000797,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030461925223822614,0.6126269452050555,0.04093081080539394,14.967378684917778
798,sample_000798,0.10666949134839875,0.05908117511971274,0.008016696706355705,-0.9719597758299434,-1.2285508751926644,-2.0960045466443136,0.2530219019876988,0.6896833070701389,0.10470885958713223,6.586675757806598
799,sample_000799,0.8318040355402847,0.015260609037894687,1.178190401988828,-0.07997897696384104,-1.8164281337128,0.07121548047749293,0.9451672433142349,0.6377501266341908,0.23286181351924753,2.738749290816962
800,sample_000800,0.12408145126533834,0.06883788904179163,0.0009964461359848354,-0.9062931356260897,-1.1621724560603122,-3.00154617260505,0.29450198901121055,0.7416994668969681,0.017141986068415372,43.268000798552265
801,sample_000801,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030461925223822614,0.5591627912190165,0.10999948635710528,5.0833218384650944
802,sample_000802,0.665346584154714,0.0006824137176470121,0.012793041429643253,-0.17695206841765732,-3.16595225171374,-1.8930261936694652,0.6726734710807121,0.8566027409664605,0.3415728915024828,2.507818279133647
803,sample_000803,0.4330616828606353,0.00478407552552401,0.0008112217006661846,-0.3634502407872624,-2.3202019728199357,-3.090860440217937,0.47257790297512353,0.5066023957873345,0.07398179396691243,6.847663034690765
804,sample_000804,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.304619252238226,0.806233654931791,0.08328879239061454,9.67997772318094
805,sample_000805,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030461925223822614,0.7259652137975346,0.01862227996281607,38.98369132281877
806,sample_000806,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030461925223822614,0.41956630415428653,0.03926158138622459,10.686434151159702
807,sample_000807,0.047376309948229826,0.17720964862787142,0.08778602613823318,-1.3244387686772185,-0.7515126355428539,-1.056574609994204,0.30164027548821365,0.47646573680941984,0.0474856800025108,10.033882568054764
808,sample_000808,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030461925223822614,0.3242994618686956,0.025120967011079055,12.909513464416813
809,sample_000809,6.03537207127171,0.04152322721819954,0.02861722058780587,0.7807040488358927,-1.3817089001357727,-1.5433725488430206,6.408799664654212,0.8054389290521027,0.1988255610166424,4.050982805901323
810,sample_000810,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029926335504051556,0.66265461853748,0.038753843792973426,17.099068213141425
811,sample_000811,0.12245436064659306,0.03488153408060164,0.01283437320669185,-0.9120257448713787,-1.4574044231635161,-1.8916253361489037,0.22727060927148696,0.7758100472645852,0.26327303944151426,2.946788812520738
812,sample_000812,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029926335504051556,0.3452864490200064,0.03993948188742474,8.645241067303944
813,sample_000813,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029926335504051556,3.5947839115181863,3.1457364643311796,1.1427479549792736
814,sample_000814,0.09193302575486526,0.010974550776238793,0.0012464469669765553,-1.0365284458876802,-1.9596132477959567,-2.9043261948492636,0.13621844689433163,0.27098109790969643,0.08927972352732316,3.035191947326824
815,sample_000815,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.29926335504051577,0.5174141398108161,0.11020990722202662,4.6948060555794155
816,sample_000816,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029926335504051556,0.5932501865401779,0.14409292564288367,4.117136104311425
817,sample_000817,0.5284570516112271,0.040713685053388106,0.03250574072577839,-0.2769903025971914,-1.3902595872319337,-1.4880399330100467,0.7180487140481852,1.1700076418621919,0.21882067395535945,5.346878888147833
818,sample_000818,1.69702256755025,0.07388332469544476,0.029881659115787426,0.22968761774335356,-1.1314535698587855,-1.5245952929065858,2.106891404542019,0.7022760092741452,0.20963400331226964,3.3500100087677036
819,sample_000819,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029926335504051556,0.5095383330159675,0.06039499687731421,8.436763959952488
820,sample_000820,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.29926335504051577,0.8398208015102511,0.12007925470663915,6.99388752505155
821,sample_000821,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029926335504051556,0.47808444702302083,0.02892557957544468,16.528085315492632
822,sample_000822,1.7117104296225996,0.001154356095989629,0.0018979525568350664,0.23343029687515937,-2.9376601992673246,-2.721714647842475,1.7231798383781431,0.7515812871046007,0.20116518551783588,3.7361399546839746
823,sample_000823,2.4422528630940197,0.1018190116896249,0.002223836816625222,0.3877906274062264,-0.992171122775261,-2.6528970841040627,3.0142522595418044,0.7927740094466496,0.21663285162114682,3.6595281071823464
824,sample_000824,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.29926335504051577,0.5825508386954897,0.3070846089631901,1.8970369132544818
825,sample_000825,1.2017207931844043,0.06788715459711193,0.00464203612520926,0.0798035757659541,-1.1682123938395286,-2.333291484104575,1.5573091232797356,0.7635732610825038,0.19968256451455121,3.8239355696318738
826,sample_000826,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02977577933380013,0.480187720060687,0.03112812878690388,15.426167224761352
827,sample_000827,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02977577933380013,0.5091915564604771,0.06010245067556363,8.472059803503212
828,sample_000828,4.200401442953955,0.18186490468145936,0.0032171323287233313,0.6232907989998449,-0.7402511006820882,-2.4925310751091,5.237817781387444,0.8956494485460629,0.32086755451179905,2.79133691129599
829,sample_000829,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2977577933380012,0.8099182574679988,0.303761152626745,2.6662996583477168
830,sample_000830,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02977577933380013,0.7161810632580584,0.01930293115980616,37.102192269604004
831,sample_000831,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2977577933380012,0.8374428736023429,0.11363114932968559,7.369835459224428
832,sample_000832,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02977577933380013,0.22769731670401216,0.026520869106445903,8.58559030588746
833,sample_000833,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2977577933380012,0.7579915964895398,0.25138134246312666,3.015305706710212
834,sample_000834,0.06936411869323071,0.009678315865430625,0.0027507530765577587,-1.1588651272873776,-2.014200208185753,-2.5605483926351806,0.10663331096138998,0.5582383137175917,0.12837973393270694,4.348336739895446
835,sample_000835,1.9422733675520223,0.020905795803621147,0.0009269240187823633,0.2883103551621753,-1.6797332958704105,-3.032955864103578,2.11592099366567,18.78746823560647,18.42195145061308,1.0198413716360775
836,sample_000836,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.02977577933380013,0.33283724156072225,0.03372044278766203,9.870488464715654
837,sample_000837,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2977577933380012,0.7897355681316475,0.4334986638097359,1.821771631753553
838,sample_000838,1.0693356209031535,0.07782736150078494,0.09031366290161917,0.029114033955325525,-1.1088676927308931,-1.0442465434415071,1.4441722752428627,2.134898118201414,1.752177785922637,1.2184255132975845
839,sample_000839,4.180397720732699,0.033388609253157196,0.0003418539919286547,0.6212176022780662,-1.4764016703813452,-3.4661593443511465,4.475139160697625,0.4478213137606878,0.259135638448216,1.728134796288074
840,sample_000840,1.8642030289631168,0.004411664119316469,0.12541558482069814,0.2704932092822716,-2.355397559849304,-0.9016484923643606,1.9195532869907757,0.988520263857076,0.629994207710708,1.5690942103248708
841,sample_000841,0.3326508905028694,0.010870386875745507,0.0011594880986285686,-0.4780113096147014,-1.9637549991509133,-2.9357337047461027,0.4103551665363133,0.4627213612630864,0.049054859205882095,9.432732429646892
842,sample_000842,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031569864338586925,0.489180719696122,0.039806917245937955,12.288837054972896
843,sample_000843,8.294131504146625,0.0072261935114395735,0.003625317305183839,0.9187709168578122,-2.1410904125680092,-2.440653975890335,8.391333674806985,0.7859910665455895,0.23065272239804668,3.4076817233016357
844,sample_000844,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031569864338586925,0.5975987474426597,0.07359551168389537,8.120043379947449
845,sample_000845,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031569864338586925,1.0656288435530867,0.026207975681742803,40.66047895089559
846,sample_000846,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031569864338586925,0.47331401068654183,0.024240297788033632,19.52591568079647
847,sample_000847,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031569864338586925,0.40361228033744595,0.015574812621073911,25.914422867041605
848,sample_000848,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031569864338586925,0.47820962456500715,0.02914466268144303,16.40813722196526
849,sample_000849,2.772626991113268,0.09875283499975186,0.07100494910446567,0.4428914467154108,-1.0054504277817529,-1.1487113795365351,3.4595772210195466,0.7647262725050872,0.18825852385350536,4.06210702629414
850,sample_000850,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3156986433858694,0.6586012469502059,0.08457141399358199,7.78751608670261
851,sample_000851,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3156986433858694,0.7469266538682753,0.02383958452360357,31.331362051580356
